코스 카테고리,코스 카테고리명,강북강남구분코드,강북강남구분,자치구,거리,소요시간,코스레벨,추천수,연계지하철,교통편,설명,PDF파일경로,코스명,작성시간,세부코스,포인트순번,포인트명칭,X 좌표,Y 좌표,포인트 설명
1000,생태문화길,2,강북,서대문구,3.80km,2시간,2,0,3호선,진입로 1 : 독립문역 지하철 3호선 4번 출입구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.     ," 옛 서울의 서쪽 관문인 독립문사거리 옆, 독립공원엔 일제강점기 아픈 역사의 흔적을 고스란히 재현해 놓은 서대문 형무소가 있고, 그 뒤로는 안산의 한적한 숲길과 산책로가 조성된 코스이다. 낮지만 웅장한 안산, 그 안산이 내어준 도시자연공원의 한적한 숲길과 독립공원을 한데 엮은 서대문 산책은 발로만 느끼기에는 보고 생각할 일이 너무도 많다.",http://gil.seoul.go.kr/view/course/2014/06/30/3003452050521875.zip,독립공원안산 나들길,2013-09-26 15:35, 서대문 독립공원~안산조망대~안산초화원 포장 산책로,518,안산 조망대,195874.7093,452240.7525," 지하철 3호선 서대문역 1번 출입구에서 경기대학교 방향으로 입구가 있으며, 안산 도시자연공원 길이다. 봉수대가 정상이고 조망대는 아랫니다. 서울시 베스트 조망장소 중 한 곳이기도 하다."
5000,한강지천길/계절길,2,강북,마포구,13.07Km,4시간,1,0,"5호선,6호선",진입로 1 : 월드컵경기장 지하철 6호선 1번 출구<br /> 진입로 2 : 마포역 지하철 5호선 4번 출구<br /> 진입로 3 : 난지한강공원 버스 정류장(13-331) 광역버스 9707<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,난지한강공원과 한강시민공원 망원지구를 가로지르는 걷기 좋은 한강 코스. <br /> <div class='table_css'> <table border='1'> <caption>※ 세부코스</caption> 	<tr> 		  <th colspan='2'>세부코스</th> 		  <th>거리(km)</th> 		  <th>소요시간</th> 		  <th>비고</th> 	  </tr> 	<tr> 		<td rowspan='3'>마포한강길</td> 	</tr> 	<tr> 		  <td>1</td> 		  <td>6.76</td> 		  <td>2시간 10분</td> 		  <td>난지물재생센터 인근~월드컵경기장역</td> 	</tr> 	<tr> 	 	  <td>2</td> 		  <td>6.31</td> 		  <td>1시간 50분</td> 		  <td>상암선착장 인근(월드컵경기장역)~마포대교 인근(마포역)</td> 	</tr> 	 </table> </div>,http://gil.seoul.go.kr/view/course/2014/09/11/9322608642910182.zip,마포한강길,2013-09-26 15:27,난지물재생센터 인근~한강수변 인근~패쇄형늪지 인근~난지한강공원 인근~상암선착장 인근~망원초록길 인근~한강시민공원망원지구 인근~강변북로 인근~서강대교 강변북로 인근~마포대교 인근,1224,난지물재생센터,186672.3636,454121.822,난지물재생센터
5000,한강지천길/계절길,2,강북,"마포구,서대문구",7.81Km,2시간,1,0,"3호선,6호선,경의선",진입로 1 : 홍제역 지하철 3호선 4번 출구<br /> 진입로 2 : 가좌역 지하철 경의선 1번 출구<br /> 진입로 3 : 마포구청역 지하철 6호선 7번 출구<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,도심에서 만난 홍제천이 한강에 닿을 때 까지 함께 걷는 길,http://gil.seoul.go.kr/view/course/2014/07/02/3204285949390904.zip,홍제천길,2013-09-26 15:26,옥천암 인근~포방교 인근~홍제사거리 인근~폭포마당 인근~홍연2교 인근~궁동공원 인근~서울중동초등학교 인근~마포구청 인근~망원유수지체육공원 인근,1127,마포구청역 지하철 6호선,191508.9071,451478.93,마포구청역 지하철 6호선
5000,한강지천길/계절길,2,강북,마포구,4.43Km,2시간,1,0,6호선,진입로 1 : 응암역 지하철 6호선 4번 출구<br /> 진입로 2 : 마포구청역 지하철 6호선 1번 출구<br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,도심에서 만난 불광천이 한강에 닿을 때까지 함께 걷는 길,http://gil.seoul.go.kr/view/course/2014/07/02/3179058064525601.zip,불광천길,2013-09-26 15:22,응암역 인근~세절역 인근~중산역 인근~디지털미디어시티역 인근~월드컵경기장역 인근~마포구청역 인근,1289,응암역 인근,192570.8016,455452.9733,응암역 인근
1000,생태문화길,2,강북,마포구,3.12km,2시간,2,0,"2호선,6호선,공항철도","진입로 1 : 광흥창역 지하철 6호선 1번 출입구 <br />    진입로 2 : 홍대입구역 지하철 2호선, 공항철도 7번 출입구 <br />    진입로 3 : 홍대입구역 지하철 2호선, 공항철도 9번 출입구 <br />    진입로 4 : 상수역 지하철 6호선 2번 출입구 <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   "," 광흥창역에서 시작하는 이 길은 자연과 젊음을 동시에 만끽할 수 있는 길이다. 시작부터 마포의 역사가 서린 공민왕 사당을 만난 후 와우산 산책을 하고, 지칠 때 즈음 와우산 약수터에서 시원한 물 한 잔을 할 수 있다. 산에서 내려오면 홍대 어린이공원, 걷고 싶은 거리, 피카소 거리 등 신선하고 충격적인 문화 속 산책을 하게 된다.",http://gil.seoul.go.kr/view/course/2014/06/30/3027629902193604.zip,홍대예술의거리 나들길,2013-09-26 15:08, 공민왕 사당~와우공원~근현대디자인박물관~홍대걷고싶은길,501,근현대디자인박물관,193762.2218,450394.6318, 우리나라 최초의 국기 관련 자료를 비롯해서 최초 신문들의 창간호 일제 시대의 디자인 흔적들 광복 후의 디자인 제품들 등 한국 디자인의 역사적 흐름을 한 눈에 볼 수 있는 곳이다.
1000,생태문화길,2,강북,마포구,19.29km,4시간30분,3,0,6호선,진입로 1 : 월드컵경기장역 지하철 6호선 3번 출입구 <br />    진입로 2 : 월드컵경기장역 지하철 6호선 2번 출입구 <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ,"2002 월드컵 함성이 그리운 월드컵공원 주변에는 뜻밖의 볼거리들이 많다. 크게 알려지지 않은 매봉산에서부터 이제는 서울의 명소가 된 하늘공원과 메타세콰이어 산책로까지 멋진 길이 이어진다. 짧지 않은 거리지만 구간이 바뀔 때마다 새로운 풍광이 펼쳐져 지루하지 않고, 구간 구간마다 회귀로가 열려 있어 체력에 따른 거리조절도 얼마든지 가능하다.<br />※평지나 다름없는 공원들은 초보자들도 쉽게 걸을 수 있다. 난지천의 생태공원, 하늘과 가장 가깝다는 하늘공원 등 다양한 테마의 공원들은 특색 있는 볼거리와 산책길을 제공한다. 가을 노을이 가장 아픔답다는 노을 공원은 해질 무렵 연인들의 데이트 코스와 노을 촬영지로도 유명한 코스이다.",http://gil.seoul.go.kr/view/course/2014/07/16/4386240808727206.zip,월드컵공원 나들길,2013-09-26 14:55,매봉산입구~난지천공원~노을공원~메타세콰이어길~하늘공원~평화의공원,494,월드컵경기장역 2번 출입구,191096.3623,452173.2594,월드컵경기장역 2번 출입구
1000,생태문화길,2,강북,서대문구,6.14km,2시간30분,2,0,"2호선,6호선",진입로 1 : 대흥역 지하철 6호선 1번 출입구 <br />    진입로 2 : 신촌역 지하철 2호선 3번 출입구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,"신촌은 대학촌이다. 대학은 학문의 광장이지만 넓고 활기찬 캠퍼스는 도시민들의 공원역할도 마다 않는다. 상록의 물결이 가득한 신촌의 3개 대학, 서강대-이화여대-연세대캠퍼스 산책로를 연결하면 색다른 걷기 코스가 된다. 세 대학은 각기 다른 개성과 분위기를 풍겨 걷는 재미 또한 독특하다. 차분한 서강대에서 활기 넘치는 이화여대로, 그리고 호젓한 연세대의 숲길을 걸어 신촌으로 돌아 나오는 코스는 가족 나들이나 연인들의 데이트 코스로도 안성맞춤이다.",http://gil.seoul.go.kr/view/course/2014/07/16/4386118035793622.zip,신촌대학탐방 나들길,2013-09-26 13:52,서강대정문~노고산~이대정문~연세대동문,483,대흥역 1번 출입구,194851.4838,449844.4101,대흥역 1번 출입구
1000,생태문화길,2,강북,마포구,4.62km,2시간,2,0,"6호선,경의선,공항철도","진입로 1 : 디지털미디어시티역 지하철 경의선, 공항철도, 6호선 2번 출구 <br />    진입로 2 : 월드컵경기장역 지하철 6호선 3번 출구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.    "," 이길은 자연과 인간이 함께 하는 길이다. 봄 개나리부터 가을 구절초까지 계절별로 꽃을 피우는 불광천을 지나 월드컵경기장 앞에 서면 규모에 한번, 응원함성 소리에 한번, 두 번 놀라게 된다. 경기장 뒤 매봉산 내 풀무골에서 지명의 유래와 복원된 대장간을 보고 인근 조망점에서 조망겸 잠시 쉬었다가 상암근린공원(상암산)으로 가게 된다. 상암근린공원에는 근래 서울시 보호종인 두꺼비의 이동이 관찰되고 있으며 5월말?6월초 흐린날 운좋으면 두꺼비가 상암산으로 이동하는 모습도 볼 수 있다. 젊음이 어우러진, 발전하는 마포의 모습을 상징적으로 보여주는 상암DMC에서 각기 개성을 뽐내고 있는 특색있는 건축물과 분주히 오가는 사람들의 모습에서 발전하는 대한민국의 모습도 발견할 수 있으며, 목이 마르면 길 중간중간에 위치한 카페(향기카페, 허브북카페)에 들러 차한잔 마시는 즐거움도 누릴수 있는, 또다시 가보고 싶은 재미있는 길이다.",http://gil.seoul.go.kr/view/course/2014/07/16/4385956429573864.zip,상암산 DMC 체험나들길,2013-09-26 13:39, 상암DMC~상암근린공원~매봉산근린공원,474,디지털미디어시티역 2번 출입구,191172.9312,452917.5849,디지털미디어시티역 2번 출입구
5000,한강지천길/계절길,1,강남,강서구,9.35Km,2시간30분,1,0,9호선,"진입로 1 : 개화동 버스 정류장(16-998) 버스 69, 66 대두둑천(대장동수로)으로 이동<br />  진입로 2 : 대장동종점 버스 정류장(13-058) 버스 12-1<br /> 진입로 3 : 화혜단지 버스 정류장(16-981) 직행 1001 굴포천으로 이동<br /> 진입로 4 : 개화역 지하철 9호선 1번 출구 개화축구장 방향으로 대두둑천(대장동수로)으로 이동 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ","인근에 김포공항이 자리하고 있으며, 굴포천과 인접한 대두둑천(대장동수로)도 걸을 수 있다. 주변 부지는 논, 밭으로 사용되고 있다.",http://gil.seoul.go.kr/view/course/2014/05/19/4215319131444931.zip,굴포천(대두둑천),2013-09-26 13:21,개화동버스정류장 인근~굴포천하류 인근~김포공항 인근~굴포천상류 인근~덕산초등학교대장분교장 인근,1180,개화동,182195.0293,453714.1747,"버스정류장 16-998 G-Bus 69, 66"
5000,한강지천길/계절길,1,강남,강서구,8.91Km,3시간,1,0,"5호선,9호선",진입로 1 : 방화역 지하철 5호선 2번 출구 강서07 탑승 강서습지생태공원 하차<br /> 진입로 2 : 양천향교역 지하철 9호선 2번 출구<br /> 진입로 3 : 가양역 지하철 9호선 4번 출구<br />    ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,"공원조성이 잘되있고, 인근 주거지역이 많아 주민들이 산책하는 길로 많이 이용한다",http://gil.seoul.go.kr/view/course/2014/07/04/3379108755275550.zip,강서한강길,2013-09-26 13:19,전호리마을회관 인근~서울도시철도공사방화차량기지 인근~강서습지생태공원 인근~축구장 인근~양천향교 인근~가양역 인근~염창동동아아파트 인근,1157,전호리마을회관인근,181901.4569,455751.1586,전호리마을회관인근
1000,생태문화길,1,강남,강서구,2.51km,1시간 50분,1,0,5호선,진입로 1 : 우장산역 지하철 5호선 1번 출입구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.," 우장산공원의 두 봉우리 중 새마을탑이 서 있는 북동쪽을 검두산, 서남쪽의 폴리텍대학이 있는 산을 원당산이라고 부르며, 이 두 곳을 합쳐 우장산이라고 부른다. 이 이름의 유래는 옛날 가뭄이 들었을 때 양천 현감이 이곳에서 기우제를 올린 것에서 유래한다. 공원 외곽으로는 남산순환산책로를 연상시키는 포장산책로가 잘 나 있으며, 봉우리 부근으로는 숲 속으로 난 흙길 산책로가 거미줄처럼 뻗었다.",http://gil.seoul.go.kr/view/course/2014/06/30/3023766590845236.zip,우장산 공원 산책길,2013-09-26 13:15, 우장상공원 출입구~우장산생태육교~한국폴리텍대학앞,463,강서구민회관,186208.64,450438.2976,강서구민회관
1000,생태문화길,1,강남,강서구,2.61km,1시간30분,1,0,"2호선,5호선,9호선","진입로 1 : 미주아파트 버스 정류장(16-471) 마을버스 강서03 <br /> 진입로 2~12 : 도보진입 <br /> 진입로 13 : 까치산역 지하철 2, 5호선 1번 출입구 <br /> 진입로 14 : 등촌역 지하철 9호선 8번 출입구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다."," 능선을 따라 걷기 좋은 숲길이 뻗은 봉제산은 산을 위에서 내려다보면 마치 봉황새가 알을 품고 있는 형국이라는 것에서 이름을 얻었다. 산 정상인 매봉은 백제시절에 봉화터였던 까닭에 아직도 봉화터, 봉수대라는 호칭을 사용한다. 해발 117m에 약 1만㎡인 봉제산은 산을 빙 둘러싸고 주택가가 형성되어 있어 찾는 이들도 많고, 진입도 어느 쪽에서나 가능하다. 주능선과 가지능선으로 걷기 편한 산책로가 뻗었으며, 각 능선의 중턱으로도 실핏줄 같은 숲길이 자글자글하다.",http://gil.seoul.go.kr/view/course/2014/07/16/4385779691663178.zip,봉제산 숲 나들길,2013-09-26 11:45, 담소터~봉제산배드민턴장~등서초등학교운동장~등촌중학교후문길,457,백석중학교후문,187491.8077,449912.0346,백석중학교후문
1000,생태문화길,1,강남,강서구,7.74km,2시간40분,2,0,5호선,진입로 1 : 개화산역 지하철 5호선 2번 출구 <br />      진입로 2 ~ 5 : 도보접근 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.      , 개화산에서 시작하는 이 길은 오솔길과 여러 공원들이 각기 특별한 매력을 발산하며 독특한 재미를 안긴다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385135404641228.zip,"개화산 나들길(강서 둘레길 1,2코스)",2013-09-26 11:30, 하늘길 전망대~개화산 호국충혼비~약사사,438,내촌마을,182587.3763,453156.9834,내촌마을
1000,생태문화길,1,강남,강서구,2.51km,1시간30분,1,0,9호선,진입로 1 : 양천향교역 지하철 9호선 2번 출입구<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다., 강서구의 명소들을 차례로 들르며 걷게 되는 코스 가장 먼저 서울 유일의 향교인 양천향교를 지난다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385071227297284.zip,강서문화 산책길,2013-09-26 11:22, 양천향교~겸재정선기념관~구암공원~허준박물관,427,구암공원,187011.5224,452065.2227," 허준공원이라고도 한다. 《동의보감》을 지은 구암(龜巖) 허준의 출생지인 가양동에 부지를 마련한 공원이다. 환자를 진료하는 모습의 허준 동상과 허가바위(서울기념물 11), 광주바위, 호수, 정자, 놀이시설 등이 있다."
1000,생태문화길,1,강남,구로구,6.90km,3시간,2,0,"1호선,7호선","진입로 1 ~ 3 : 도보진입 <br />      진입로 2 : 신정이펜하우스1단지 버스 정류장 마을버스 양천03 <br />      진입로 3 : 동부골든아파트 후문 버스 정류장 마을버스 구로08 <br />    진입로 4 : 온수역 지하철 1, 7호선 6번 출입구  <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.",위성사진을 통해 본 지양산 일대는 서울 남서쪽에 동동 떠 있는 커다란 섬이다. 삭막한 도시 속의 오아시스 같은 지양산은 낮고도 넓게 뻗어 수많은 오솔길을 품었다. 많은 산보객들이 발끝으로 반질반질하게 닦아 놓은 청정 숲길은 인근의 매봉산과 원미산으로까지 영토를 넓혔다. 그래서 그 깊은 속살을 다 들여다보려면 몇날 며칠이 필요할 지 가늠하기 어렵다.,http://gil.seoul.go.kr/view/course/2014/07/16/4385208746336788.zip,구로 지양산 숲 나들길,2013-09-26 10:59,지양산 숲길~차돌바위~궁동터널 위 지양산 숲길 시작,409,구로지양산숲길,184329.9538,445305.3984, 위성사진을 통해 본 지양산 일대는 서울 남서쪽에 동동 떠 있는 커다란 섬이다. 삭막한 도시 속의 오아시스 같은 지양산은 낮고도 넓게 뻗어 수많은 오솔길을 품었다. 많은 산보객들이 발끝으로 반질반질하게 닦아 놓은 청정 숲길은 인근의 매봉산과 원미산으로까지 영토를 넓혔다. 그래서 그 깊은 속살을 다 들여다보려면 몇날 며칠이 필요할 지 가늠하기 어렵다.
1000,생태문화길,1,강남,구로구,1.50km,1시간,1,0,1호선,진입로 1 : 오류동역 지하철 1호선 1번 출구 <br />      진입로 2 : 개봉한진아파트 버스정류장(17-477) 마을버스 구로03 <br />    진입로 3 : 한진아파트 후문 버스정류장(17-749) 마을버스 구로04 <br />   ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.                 ," 개웅산은 능선이 세 방향으로 뻗어 내려 삼각형 모양을 이루고 있는 산으로서 산 전체가 단풍나무, 아까시나무, 소나무, 참나무 등 다양한 식생이 잘 보존된 전형적인 자연상태의 공원이다, 연간 10만여 명의 시민들이 이용하고 있으며, 등산로 주변에 약수터와 의자 등 휴게시설이 설치되어 시민들로부터 좋은 반응을 얻고 있다.",http://gil.seoul.go.kr/view/course/2014/07/16/4385116602434301.zip,개웅산 숲 산책길,2013-09-26 10:43, 배드민턴장~야생화단지~숲속길,400,배드민턴장,186740.2507,443276.303," 개웅산 중턱에 있는 배드민턴장으로 주민들이 쉽게 이용 할 수 있으며, 운동공간과 휴식공간이 어우러져 등산객들에게 쉼터로 자리하고 있다."
5000,한강지천길/계절길,1,강남,"구로구,양천구",3.71Km,1시간,1,0,7호선,진입로 : 철산교앞 버스 정류장 마을 구로04 <br />  - 천왕역 지하철 7호선 1번 출구에서 구로04 탑승 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,안양천과 합쳐지는 작은 하천으로 인근 주민들과 자전거를 즐기는 사람들이 찾는 코스이다,http://gil.seoul.go.kr/view/course/2014/07/01/3120878825071180.zip,목감천,2013-09-26 10:25,목감천공영무료주차장 인근~개봉3동주민센터 인근~개명초등학교 인근~광일초등학교 인근,1251,평강성서유물박물관,186268.6094,443634.0003,평강성서유물박물관
1000,생태문화길,1,강남,양천구,2.63km,1시간30분,1,0,"5호선,9호선",진입로 1 : 용왕산입구 버스 정류장 마을버스 양천02 <br /> - 지하철 5호선 오목교역 1번 출구 오목교역.대학학원 버스 정류장에서 마을버스 양천02 탑승 가능 <br />     진입로 2 : 신목동역 지하철 9호선 1번출구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.     ," 1971년 8월 건설부고시에 의하여 목동 제1공원으로 지정되었다. 이후 1989년에 도시근린공원으로 개발되었다. 야산에 위치하여 시민들의 휴식공간으로 활용된다. 3코스의 산책로가 조성되어 있으며, 공원 내에는 1997년 5월 완공한 목동종합사회복지관이 들어서 있다. 연간 12만 명이 찾는다.",http://gil.seoul.go.kr/view/course/2014/07/04/3371471291873429.zip,용왕산 나들길,2013-09-26 10:14,용왕산 진입로~용왕정~달거리약수터,398,신목동역 1번 출입구,189628.7054,449445.7516,신목동역 1번 출입구
1000,생태문화길,1,강남,양천구,0.96km,30분,1,0,,"진입로 1 : 서서울호수공원 버스 정류장(15-338) 간선버스 651,652,653,662, 지선버스 6625,6627 <br /> - 지하철 5호선 화곡역 7번 출구 화곡전철역 버스 정류장(16-148)에서 간선버스 652, 653 지선버스 6627탑승 가능 <br /> 진입로 2 : 도보접근 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.     ", 옛 신월정수장 자리에 꾸며진 서서울공원은 비행기가 지날 때마다 물이 솟구치는 소리분수와 화가 몬드리안의 구성기법을 도입한 몬드리안 정원이 있다.,http://gil.seoul.go.kr/view/course/2014/07/16/4386003208722742.zip,서서울호수공원 산책길,2013-09-26 10:07, 서서울 호수공원,386,버스정류장(서서울호수공원),185214.7151,447738.7491,버스정류장(서서울호수공원)
1000,생태문화길,1,강남,양천구,0.59km,30분,1,0,9호선,진입로 1 : 염창역 지하철 9호선 4번 출입구 <br />    진입로 2 ~ 4 : 도보진입 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.    ," 달마을근린공원은 양천구가 2009년 7월 생태공원으로 재조성한 곳이다. 순환산책로 730m를 만들고 진입광장과 출입구 5곳을 새로 꾸몄으며 정자 1곳과 공원 전체조망이 가능한 전망데크, 야외 체육시설도 설치했다. 또 아카시나무가 주를 이뤘던 산에 팥배나무 등 30종 3만 1000주의 나무를 심었으며, 물억새 등 초화류 및 수생식물 30종 12만 2500여본을 심어 생태적으로 건강한 주민휴식처로 변모했다.",http://gil.seoul.go.kr/view/course/2014/07/16/4385307746429660.zip,달마을공원 산책길,2013-09-26 9:56, 진입마당~생태연못~야생초화원~달맞이언덕~아카시아나무 숲길~전망데크~숲속길~보호초식물화원,375,생태연못,188430.5452,449328.2873, 총 길이 205m로 끊임없이 물이 흐르고 다양한 수생식물이 물길을 따라 가득 자라고 있다.
5000,한강지천길/계절길,1,강남,영등포구,21.1Km,8시간,1,0,"1호선,2호선,9호선","진입로 1 : 선유도역 지하철 9호선<br /> 진입로 2 : 당산역 지하철 2, 9호선 4번 출구<br /> 진입로 3 : 대방역 지하철 1호선<br /> 진입로 4 : 흑석역 지하철 9호선 1번 출구<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ","공원조성이 잘되어있고, 인근 주거지역이 많아 주민들이 산책하는 길로 많이 이용한다. <br />  <div class='table_css'> <table border='1'> <caption>※ 세부코스</caption> 	<tr> 		  <th colspan='2'>세부코스</th> 		  <th>거리(km)</th> 		  <th>소요시간</th> 		  <th>비고</th> 	  </tr> 	<tr> 		<td rowspan='5'>영등포동작한강길</td> 	</tr> 	<tr> 		  <td>1</td> 		  <td>7.3</td> 		  <td>2시간 10분</td> 		  <td>나이아가라호텔 인근(선유도역)~여의나루역 인근(여의나루역)</td> 	</tr> 	<tr> 	 	  <td>2</td> 		  <td>3.16</td> 		  <td>50분</td> 		  <td>여의나루역 인근(여의나루역)~조선 이흠례 묘지 인근(대방역)</td> 	</tr> 	<tr> 	 	  <td>3</td> 		  <td>4.78</td> 		  <td>1시간 20분</td> 		  <td>조선 이흠례 묘지 인근(대방역)~동작역 인근</td> 	</tr> 	<tr> 	 	  <td>여의도 순환 코스</td> 		  <td>8</td> 		  <td>2시간 30분</td> 		  <td> </td> 	</tr>  	 </table> </div> ",http://gil.seoul.go.kr/view/course/2014/07/02/3190946211449772.zip,영등포동작구한강길,2013-09-26 9:50,나이아가라관광호텔 인근~선유도 인근~KBS견학홀 인근~여의나루역수상택시 인근~조선이흠례묘지 인근~노들섬 인근~국립현충원 인근,1392,나이아가라 호텔,189309.6366,450433.4243,나이아가라 호텔
5000,한강지천길/계절길,1,강남,영등포구,15.57Km,4시간30분,1,0,"1호선,2호선,5호선",진입로 1 : 오목교역 지하철 5호선<br /> 진입로 2 : 도림천역 지하철 2호선<br /> 진입로 3 : 구일역 지하철 1호선<br /> 진입로 4 : 독산역 지하철 1호선<br /> 진입로 5 : 석수역 지하철 1호선<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,"공원조성이 잘되어있고, 인근 주거지역이 많아 주민들이 산책하는 길로 많이 이용한다. <br />  <div class='table_css'> <table border='1'> <caption>※ 세부코스</caption> 	<tr> 		  <th colspan='2'>세부코스</th> 		  <th>거리(km)</th> 		  <th>소요시간</th> 		  <th>비고</th> 	  </tr> 	<tr> 		<td rowspan='4'>안양천길</td> 	</tr> 	<tr> 		  <td>1</td> 		  <td>4.72</td> 		  <td>1시간 20분</td> 		  <td>백골부대전적비 인근(신목동역)~도림천역</td> 	</tr> 	<tr> 	 	  <td>2</td> 		  <td>6.6</td> 		  <td>2시간</td> 		  <td>도림천역 인근~독산역 인근</td> 	</tr> 	<tr> 	 	  <td>3</td> 		  <td>4.25</td> 		  <td>1시간 10분</td> 		  <td>독산역 인근~석수역 인근</td> 	</tr> 	 </table> </div>",http://gil.seoul.go.kr/view/course/2015/01/05/8971943631002713.zip,안양천길,2013-09-26 9:49,백골부대전적비 인근~목마공원 인근~목동종합운동장 인근~오목교 인근~오금사거리 인근~어린이교통공원 인근~구일역 인근~광명시청 인근~광명시청 인근~가산디지털단지 인근~독산역 인근~석수역 인근,1421,석수역 인근,191145.1321,437468.1798,석수역 인근
1000,생태문화길,1,강남,영등포구,3.84km,1시간30분,1,0,"2호선,7호선",진입로 1 : 도림천역 지하철 2호선 2번 출구 <br />    진입로 2 : 신풍역 지하철 7호선 2번 출구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ," 신풍역 주변 신길6동 벚꽃길에서 시작하는 이 길은 주민들이 직접 헌수하여 조성한 왕벚나무, 넝쿨장미길을 지나 대방천 수림대(가로녹지)로 연결되는 도심 내 건강 산책길이다. 신길6동 벚꽃길과 신길동 넝쿨장미길을 지나 꽃섬길 마을마당(신길광장공원), 대방천 가로녹지대, 도림천으로 연결되는 코스는 지역축제 개최 및 다양한 경관이 펼쳐지며, 휴게시설 및 야외 체육시설이 설치되어 있어 휴식과 운동을 병행하는 재미를 안긴다.",http://gil.seoul.go.kr/view/course/2014/04/22/1877914695394049.zip,영등포 봄꽃 나들길,2013-09-26 9:41, 도림천역~신도림역~신길공원~신길동 넝쿨장미길~신풍역,368,신도림역,190509.9284,445521.2092,신도림역
1000,생태문화길,1,강남,영등포구,2.82km,1시간30분,1,0,"5호선,9호선","진입로 1 : 국회의사당역 지하철 9호선 3번 출구 <br />    진입로 2 : 여의도역 지하철 5, 9호선 3번 출구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ","친수공간으로 연출된 생태공원과 옛 여의도광장과 여의도공원은 지하철, 버스 등 대중교통으로 접근성이 좋아 직장인과 일반시민들이 즐겨 찾는 명소이자 봄꽃축제, 세계불꽃축제, 각종 공연 및 마라톤행사 등 다양한 행사가 이어져 볼거리와 즐길거리가 풍부한 휴식공간입니다.    (`Free course` 로 자유롭게 다닐 수 있도록 조성)",http://gil.seoul.go.kr/view/course/2014/06/30/3021735509633545.zip,여의도공원 산책길,2013-09-26 9:30, 여의도공원 역~ 여의도공원 광장 여의도샛강생태공원,366,국회의사당역 3번 출입구,192805.9153,447606.0988,국회의사당역 3번 출입구
5000,한강지천길/계절길,1,강남,"관악구,구로구,금천구,영등포구",10.56Km,3시간30분,1,0,"1호선,2호선,7호선","진입로 1 : 도림천역 지하철 2호선 2번 출구<br /> 진입로 2 : 신도림역 지하철 1, 2호선 2번 출구<br /> 진입로 3 : 대림역 지하철 2, 7호선 8번 출구<br /> 진입로 3 : 구로디지털역 지하철 2호선<br /> 진입로 4 : 신림역 지하철 2호선 4번 출구<br /> 진입로 5 : 서울대학교 버스정류장(21-127) 간선 501, 506 지선 6515, 5511, 5513, 5515, 5516, 5517, 5528, 6512, 6513, 6514<br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ",주변에 많은 볼거리와 접근성이 좋아 인근 주민들이 산책로로 사용한다. <br /> <div class='table_css'> <table border='1'> <caption>※ 세부코스</caption> 	<tr> 		  <th colspan='2'>세부코스</th> 		  <th>거리(km)</th> 		  <th>소요시간</th> 		  <th>비고</th> 	  </tr> 	<tr> 		<td rowspan='3'>도림천길</td> 	</tr> 	<tr> 		  <td>1</td> 		  <td>4.06</td> 		  <td>1시간 10분</td> 		  <td>도림천역 인근~구로디지털단지역 인근</td> 	</tr> 	<tr> 	 	  <td>2</td> 		  <td>6.5</td> 		  <td>2시간 20분</td> 		  <td>구로디지털단지역 인근~신림역 인근~서울대학교</td> 	</tr> 	 </table> </div>,http://gil.seoul.go.kr/view/course/2015/01/05/8972104499329057.zip,도림천길,2013-09-25 14:27,박정희 대통령 흉상 인근~영남중학교 인근~구로디지털단지역 인근~보라매공원 인근~신림역 인근~장군봉근린공원 인근~청룡산 인근,1204,보라매공원 인근,192601.9786,443317.5002,보라매공원 인근
